year,y
2000,-8.29529914529
2002,-18.7888888889
2004,-21.6622641509
2006,-24.5730188679
2008,-24.6549056604
2010,-18.8109433962
2012,-10.1479245283
2014,-10.7262264151
2016,-17.0950943396
