63194,144409
134911,68234
135709,86318
135818,126999
35106,105676
64405,173190
39333,118000
19800,148435
20786,167245
66069,130859
96396,109868
43674,138650
37141,110756
48097,141153
44186,115532
37130,98929
35932,120750
37531,71182
110246,71748
20373,61120
95214,42718
133278,55226
61272,114661
129812,79461
93987,55913
102028,67878
42074,92650
20629,79866
39321,91014
55904,151284
21650,64952
25353,76059
37905,113715
17359,57459
27499,82498
53068,105323
26905,80716
24620,75181
37384,72149
100995,46418
109761,54235
129720,43240
29069,52791
89555,55275
99638,64613
116176,71573
28485,47134
120130,74647
98831,52227
118018,96612
34931,78114
123696,61208
32513,97541
