132052,84320
54400,163124
71036,79224
211134,70378
43204,129613
36448,97008
91066,92521
77480,37056
57729,63475
70582,55123
57160,117502
32197,160067
21940,168491
34757,114389
43150,99756
44943,46277
44802,134408
63326,133060
42596,127788
35344,106034
45907,33470
96053,37289
100317,33726
95566,103228
114072,38024
82653,87176
51852,75728
30665,91996
17045,50096
45315,86568
48162,51622
34053,50353
74700,108331
20540,61621
20751,62255
61457,72682
18051,96787
40288,58192
91319,41906
16459,49379
35936,46948
74540,38850
28521,69681
19890,59670
106083,56819
33577,49738
54309,69091
112082,62713
98161,64981
111997,45302
25577,56373
92746,98826
60940,87104
