116768,98328
204184,64091
59243,177731
156510,67330
169857,62138
96966,138849
163646,60755
179756,66293
49446,168547
48940,167093
55563,166691
139242,115432
84295,170058
71432,149184
156792,64805
162294,62709
54751,120333
152325,79232
174262,70429
