66987,155638
168172,72075
129254,93067
197503,97974
55945,147025
80169,182116
44154,159692
25298,181847
21033,182352
134863,160429
120635,79539
44162,158404
44499,129012
59338,161720
99866,128545
37213,115118
51557,143219
56465,121003
144517,70578
57563,66235
142539,49318
113094,135538
119479,89918
70169,155398
138628,73921
32166,96500
94518,113708
116557,81804
45784,180295
11788,83223
29866,89600
19924,137447
8260,60510
33445,105980
12582,100569
111199,115651
12762,93269
87266,85498
129294,64938
151069,50356
104695,66361
53239,90585
140201,46733
123738,79302
136275,71066
40928,70381
181365,83186
160627,74073
105515,113400
38526,95191
172291,81408
131345,63537
