#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab)
2815,Pennsylvania,PA,11,,,,Scattered,Scattered,,W(REP),28,0.15%,,,,,,,,,
2816,Pennsylvania,PA,11,,,,,,Party Votes:,REP,"18,938",,,,,,,,,,
2817,Pennsylvania,PA,11,,,,Scattered,Scattered,,W,,,,,40,0.02%,,,,,
2818,Pennsylvania,PA,11,,,,,,District Votes:,,"69,078",,,,"185,413",,,,,,
2819,Pennsylvania,PA,12,H6PA12030,(I),John P.,Murtha,"Murtha, John P.",,DEM,"60,376",99.49%,,,"123,472",60.77%,,,,,
2820,Pennsylvania,PA,12,,,,Scattered,Scattered,,W(DEM),312,0.51%,,,,,,,,,
2821,Pennsylvania,PA,12,,,,,,Party Votes:,DEM,"60,688",,,,,,,,,,
2822,Pennsylvania,PA,12,H6PA12071,,Diana,Irey,"Irey, Diana",,REP,"21,619",99.47%,,,"79,612",39.19%,,,,,
2823,Pennsylvania,PA,12,,,,Scattered,Scattered,,W(REP),115,0.53%,,,,,,,,,
2824,Pennsylvania,PA,12,,,,,,Party Votes:,REP,"21,734",,,,,,,,,,
2825,Pennsylvania,PA,12,,,,Scattered,Scattered,,W,,,,,79,0.04%,,,,,
2826,Pennsylvania,PA,12,,,,,,District Votes:,,"82,422",,,,"203,163",,,,,,
2827,Pennsylvania,PA,13,H4PA13124,(I),Allyson,Schwartz,"Schwartz, Allyson",,DEM,"22,877",100.00%,,,"147,368",66.13%,,,,,
2828,Pennsylvania,PA,13,,,,,,Party Votes:,DEM,"22,877",,,,,,,,,,
2829,Pennsylvania,PA,13,H6PA13087,,Raj Peter,Bhakta,"Bhakta, Raj Peter",,REP,"17,042",100.00%,,,"75,492",33.87%,,,,,
2830,Pennsylvania,PA,13,,,,,,Party Votes:,REP,"17,042",,,,,,,,,,
2831,Pennsylvania,PA,13,,,,,,District Votes:,,"39,919",,,,"222,860",,,,,,
2832,Pennsylvania,PA,14,H4PA18131,(I),Mike,Doyle,"Doyle, Mike",,DEM,"54,213",75.76%,,,"161,075",89.78%,,,,,
2833,Pennsylvania,PA,14,H6PA14150,,Mike,Isaac,"Isaac, Mike",,DEM,"17,193",24.03%,,,,,,,,,
2834,Pennsylvania,PA,14,,,,Scattered,Scattered,,W(DEM),152,0.21%,,,,,,,,,
2835,Pennsylvania,PA,14,,,,,,Party Votes:,DEM,"71,558",,,,,,,,,,
2836,Pennsylvania,PA,14,,,,Scattered,Scattered,,W(REP),571,100.00%,,,,,,,,,
2837,Pennsylvania,PA,14,,,,,,Party Votes:,REP,571,,,,,,,,,,
2838,Pennsylvania,PA,14,H6PA14168,,Titus,North,"North, Titus",,GRE,,,,,"17,720",9.88%,,,,,
2839,Pennsylvania,PA,14,,,,Scattered,Scattered,,W,,,,,606,0.34%,,,,,
2840,Pennsylvania,PA,14,,,,,,District Votes:,,"72,129",,,,"179,401",,,,,,
2841,Pennsylvania,PA,15,H4PA15087,(I),Charles W.,Dent,"Dent, Charles W.",,REP,"18,858",100.00%,,,"106,153",53.57%,,,,,
2842,Pennsylvania,PA,15,,,,,,Party Votes:,REP,"18,858",,,,,,,,,,
2843,Pennsylvania,PA,15,H6PA15157,,Charles,Dertinger,"Dertinger, Charles",,W(DEM)/DEM,"4,513",77.65%,,,"86,186",43.49%,,,,,
2844,Pennsylvania,PA,15,H4PA15087,(I),Charles W.,Dent,"Dent, Charles W.",,W(DEM),"1,098",18.89%,,,,,,,,,
2845,Pennsylvania,PA,15,,,,Scattered,Scattered,,W(DEM),201,3.46%,,,,,,,,,
2846,Pennsylvania,PA,15,,,,,,Party Votes:,DEM,"5,812",,,,,,,,,,
2847,Pennsylvania,PA,15,H4PA15129,,Greta,Browne,"Browne, Greta",,GRE,,,,,"5,802",2.93%,,,,,
2848,Pennsylvania,PA,15,,,,Scattered,Scattered,,W,,,,,32,0.02%,,,,,
2849,Pennsylvania,PA,15,,,,,,District Votes:,,"24,670",,,,"198,173",,,,,,
2850,Pennsylvania,PA,16,H6PA16197,(I),Joseph R.,Pitts,"Pitts, Joseph R.",,REP,"46,273",100.00%,,,"115,741",56.55%,,,,,
2851,Pennsylvania,PA,16,,,,,,Party Votes:,REP,"46,273",,,,,,,,,,
2852,Pennsylvania,PA,16,H4PA16051,,Lois K.,Herr,"Herr, Lois K.",,DEM,"15,442",100.00%,,,"80,915",39.53%,,,,,
2853,Pennsylvania,PA,16,,,,,,Party Votes:,DEM,"15,442",,,,,,,,,,
2854,Pennsylvania,PA,16,H6PA16288,,John A.,Murphy,"Murphy, John A.",,IND,,,,,"7,958",3.89%,,,,,
2855,Pennsylvania,PA,16,,,,Scattered,Scattered,,W,,,,,55,0.03%,,,,,
2856,Pennsylvania,PA,16,,,,,,District Votes:,,"61,715",,,,"204,669",,,,,,
2857,Pennsylvania,PA,17,H2PA06080,(I),Tim,Holden,"Holden, Tim",,DEM,"28,720",100.00%,,,"137,253",64.51%,,,,,
2858,Pennsylvania,PA,17,,,,,,Party Votes:,DEM,"28,720",,,,,,,,,,
2859,Pennsylvania,PA,17,H6PA17153,,Matthew A.,Wertz,"Wertz, Matthew A.",,REP,"43,329",100.00%,,,"75,455",35.46%,,,,,
2860,Pennsylvania,PA,17,,,,,,Party Votes:,REP,"43,329",,,,,,,,,,
2861,Pennsylvania,PA,17,,,,Scattered,Scattered,,W,,,,,69,0.03%,,,,,
2862,Pennsylvania,PA,17,,,,,,District Votes:,,"72,049",,,,"212,777",,,,,,
2863,Pennsylvania,PA,18,H2PA18143,(I),Tim,Murphy,"Murphy, Tim",,REP,"33,195",99.18%,,,"144,632",57.80%,,,,,
2864,Pennsylvania,PA,18,,,,Scattered,Scattered,,W(REP),273,0.82%,,,,,,,,,
2865,Pennsylvania,PA,18,,,,,,Party Votes:,REP,"33,468",,,,,,,,,,
2866,Pennsylvania,PA,18,H6PA18201,,Chad,Kluko,"Kluko, Chad",,DEM,"27,851",52.56%,,,"105,419",42.13%,,,,,
2867,Pennsylvania,PA,18,H6PA18193,,Thomas ,Kovach,"Kovach, Thomas ",,DEM,"24,779",46.76%,,,,,,,,,
2868,Pennsylvania,PA,18,,,,Scattered,Scattered,,W(DEM),362,0.68%,,,,,,,,,
2869,Pennsylvania,PA,18,,,,,,Party Votes:,DEM,"52,992",,,,,,,,,,
2870,Pennsylvania,PA,18,,,,Scattered,Scattered,,W,,,,,189,0.08%,,,,,
2871,Pennsylvania,PA,18,,,,,,District Votes:,,"86,460",,,,"250,240",,,,,,
2872,Pennsylvania,PA,19,H6PA19126,,"Philip J., Jr.",Avillo,"Avillo, Philip J., Jr.",,DEM,"21,862",99.97%,,,"74,625",33.48%,,,,,
2873,Pennsylvania,PA,19,,,,Scattered,Scattered,,W(DEM),7,0.03%,,,,,,,,,
2874,Pennsylvania,PA,19,,,,,,Party Votes:,DEM,"21,869",,,,,,,,,,
2875,Pennsylvania,PA,19,H0PA19053,(I),Todd,Platts,"Platts, Todd",,REP,"43,180",99.97%,,,"142,512",63.94%,,,,,
2876,Pennsylvania,PA,19,,,,Scattered,Scattered,,W(REP),13,0.03%,,,,,,,,,
2877,Pennsylvania,PA,19,,,,,,Party Votes:,REP,"43,193",,,,,,,,,,
2878,Pennsylvania,PA,19,H6PA19134,,Derf W.,Maitland,"Maitland, Derf W.",,GRE,,,,,"5,640",2.53%,,,,,
2879,Pennsylvania,PA,19,,,,Scattered,Scattered,,W,,,,,121,0.05%,,,,,
2880,Pennsylvania,PA,19,,,,,,District Votes:,,"65,062",,,,"222,898",,,,,,
2881,Pennsylvania,PA,H,,,,,,House Votes:,,"1,191,019",,,,"4,013,388",,,,,,
2882,Rhode Island,RI,S,S6RI00221,,Sheldon,Whitehouse,"Whitehouse, Sheldon",,DEM,"69,301",81.53%,,,"206,110",53.47%,,,,,
2883,Rhode Island,RI,S,S0RI00042,,Christopher F.,Young,"Young, Christopher F.",,DEM,"8,941",10.52%,,,,,,,,,
2884,Rhode Island,RI,S,S6RI00247,,Carl L.,Sheeler,"Sheeler, Carl L.",,DEM,"6,758",7.95%,,,,,,,,,
2885,Rhode Island,RI,S,,,,,,Party Votes:,DEM,"85,000",,,,,,,,,,
2886,Rhode Island,RI,S,S8RI00102,(I),Lincoln D.,Chafee,"Chafee, Lincoln D.",,REP,"34,939",54.17%,,,"179,001",46.44%,,,,,
2887,Rhode Island,RI,S,S6RI00239,,Stephen P.,Laffey,"Laffey, Stephen P.",,REP,"29,556",45.83%,,,,,,,,,
2888,Rhode Island,RI,S,,,,,,Party Votes:,REP,"64,495",,,,,,,,,,
2889,Rhode Island,RI,S,,,Steven,Laffey,"Laffey, Steven",,W,,,,,185,0.05%,,,,,
2890,Rhode Island,RI,S,,,John,Chaffee,"Chaffee, John",,W,,,,,68,0.02%,,,,,
2891,Rhode Island,RI,S,,,Mickey,Mouse,"Mouse, Mickey",,W,,,,,17,0.00%,,,,,
2892,Rhode Island,RI,S,,,George W.,Bush,"Bush, George W.",,W,,,,,16,0.00%,,,,,
2893,Rhode Island,RI,S,,,Robert J.,Healey,"Healey, Robert J.",,W,,,,,15,0.00%,,,,,
2894,Rhode Island,RI,S,,,Sheldon,Whitehouse,"Whitehouse, Sheldon",,W,,,,,8,0.00%,,,,,
2895,Rhode Island,RI,S,,,Rod,Driver,"Driver, Rod",,W,,,,,6,0.00%,,,,,
2896,Rhode Island,RI,S,,,Buddy,Cianci,"Cianci, Buddy",,W,,,,,5,0.00%,,,,,
2897,Rhode Island,RI,S,,,Carl,Sheeler,"Sheeler, Carl",,W,,,,,5,0.00%,,,,,
2898,Rhode Island,RI,S,,,Chris,Young,"Young, Chris",,W,,,,,5,0.00%,,,,,
2899,Rhode Island,RI,S,,,G. W.,Bush,"Bush, G. W.",,W,,,,,5,0.00%,,,,,
2900,Rhode Island,RI,S,,,Lincoln,Chaffee,"Chaffee, Lincoln",,W,,,,,5,0.00%,,,,,
2901,Rhode Island,RI,S,,,,,,Senate Votes:,,"149,495",,,,"385,451",,,,,,
2902,Rhode Island,RI,01,H4RI01034,(I),Patrick J.,Kennedy,"Kennedy, Patrick J.",,DEM,"38,087",100.00%,,,"124,676",69.19%,,,,,
2903,Rhode Island,RI,01,,,,,,Party Votes:,DEM,"38,087",,,,,,,,,,
2904,Rhode Island,RI,01,H6RI01096,,Jonathan P.,Scott,"Scott, Jonathan P.",,REP,"12,407",69.22%,,,"41,856",23.23%,,,,,
2905,Rhode Island,RI,01,H6RI01088,,Edmund R.,Leather,"Leather, Edmund R.",,REP,"5,517",30.78%,,,,,,,,,
2906,Rhode Island,RI,01,,,,,,Party Votes:,REP,"17,924",,,,,,,,,,
2907,Rhode Island,RI,01,H6RI01104,,Kenneth A.,Capalbo,"Capalbo, Kenneth A.",,IND,,,,,"13,638",7.57%,,,,,
2908,Rhode Island,RI,01,,,Donald,Duck,"Duck, Donald",,W,,,,,5,0.00%,,,,,
2909,Rhode Island,RI,01,,,Patrick,Kennedy,"Kennedy, Patrick",,W,,,,,5,0.00%,,,,,
2910,Rhode Island,RI,01,,,Rod,Driver,"Driver, Rod",,W,,,,,5,0.00%,,,,,
2911,Rhode Island,RI,01,,,,,,District Votes:,,"56,011",,,,"180,185",,,,,,
2912,Rhode Island,RI,02,H0RI02139,(I),James R.,Langevin,"Langevin, James R.",,DEM,"24,988",61.78%,,,"140,352",72.65%,,,,,
2913,Rhode Island,RI,02,H6RI02268,,Jennifer L.,Lawless,"Lawless, Jennifer L.",,DEM,"15,458",38.22%,,,,,,,,,
2914,Rhode Island,RI,02,,,,,,Party Votes:,DEM,"40,446",,,,,,,,,,
2915,Rhode Island,RI,02,H0RI02097,,Rod,Driver,"Driver, Rod",,IND,,,,,"52,743",27.30%,,,,,
2916,Rhode Island,RI,02,,,Steve,Laffey,"Laffey, Steve",,W,,,,,44,0.02%,,,,,
2917,Rhode Island,RI,02,,,Jennifer,Lawless,"Lawless, Jennifer",,W,,,,,21,0.01%,,,,,
2918,Rhode Island,RI,02,,,,No One,No One,,W,,,,,10,0.01%,,,,,
2919,Rhode Island,RI,02,,,Robert,Healey,"Healey, Robert",,W,,,,,9,0.00%,,,,,
2920,Rhode Island,RI,02,,,Mickey,Mouse,"Mouse, Mickey",,W,,,,,7,0.00%,,,,,
2921,Rhode Island,RI,02,,,John,Chaffee,"Chaffee, John",,W,,,,,6,0.00%,,,,,
2922,Rhode Island,RI,02,,,Donald,Duck,"Duck, Donald",,W,,,,,5,0.00%,,,,,
2923,Rhode Island,RI,02,,,,,,District Votes:,,"40,446",,,,"193,197",,,,,,
2924,Rhode Island,RI,H,,,,,,House Votes:,,"96,457",,,,"373,382",,,,,,
2925,South Carolina,SC,01,H0SC01071,(I),Henry,Brown,"Brown, Henry",,REP,Unopposed,,,,"115,766",59.87%,,,,,
2926,South Carolina,SC,01,H6SC01128,,Randy,Maatta,"Maatta, Randy",,DEM,"3,393",31.62%,"1,704",56.07%,"68,343",35.34%,,,"73,218",37.86%,
2927,South Carolina,SC,01,H6SC01136,,Ben ,Frasier,"Frasier, Ben ",,DEM,"5,100",47.53%,"1,335",43.93%,,,,,,,
2928,South Carolina,SC,01,H6SC01144,,Ralph,Ledford,"Ledford, Ralph",,DEM,"2,236",20.84%,,,,,,,,,
2929,South Carolina,SC,01,,,,,,Party Votes:,DEM,"10,729",,"3,039",,,,,,,,
2930,South Carolina,SC,01,H6SC01128,,Randy,Maatta,"Maatta, Randy",,WF,,,,,"4,875",2.52%,,,"73,218",37.86%,
2931,South Carolina,SC,01,H2SC01051,,James E.,Dunn,"Dunn, James E.",,GRE,*,,,,"4,287",2.22%,,,,,20
2932,South Carolina,SC,01,,,,Scattered,Scattered,,W,,,,,104,0.05%,,,,,
2933,South Carolina,SC,01,,,,,,District Votes:,,"10,729",,"3,039",,"193,375",,,,,,
2934,South Carolina,SC,02,H2SC02059,(I),Joe,Wilson,"Wilson, Joe",,REP,Unopposed,,,,"127,811",62.64%,,,,,
2935,South Carolina,SC,02,H4SC02048,,Michael Ray,Ellisor,"Ellisor, Michael Ray",,DEM,"11,468",58.74%,,,"76,090",37.29%,,,,,
2936,South Carolina,SC,02,H6SC02092,,"David F., III",White,"White, David F., III",,DEM,"8,054",41.26%,,,,,,,,,
2937,South Carolina,SC,02,,,,,,Party Votes:,DEM,"19,522",,,,,,,,,,
2938,South Carolina,SC,02,,,,Scattered,Scattered,,W,,,,,151,0.07%,,,,,
2939,South Carolina,SC,02,,,,,,District Votes:,,"19,522",,,,"204,052",,,,,,
2940,South Carolina,SC,03,H2SC03057,(I),J. Gresham,Barrett,"Barrett, J. Gresham",,REP,Unopposed,,,,"111,882",62.86%,,,,,
2941,South Carolina,SC,03,H6SC03074,,Lee,Ballenger,"Ballenger, Lee",,DEM,"9,738",67.23%,,,"59,795",33.59%,,,"66,039",37.10%,
2942,South Carolina,SC,03,H6SC03082,,Philip M.,Cheney,"Cheney, Philip M.",,DEM,"4,747",32.77%,,,,,,,,,
2943,South Carolina,SC,03,,,,,,Party Votes:,DEM,"14,485",,,,,,,,,,
2944,South Carolina,SC,03,H6SC03074,,Lee,Ballenger,"Ballenger, Lee",,WF,,,,,"6,244",3.51%,,,"66,039",37.10%,
2945,South Carolina,SC,03,,,,Scattered,Scattered,,W,,,,,67,0.04%,,,,,
2946,South Carolina,SC,03,,,,,,District Votes:,,"14,485",,,,"177,988",,,,,,
2947,South Carolina,SC,04,H2SC04022,(I),Bob,Inglis,"Inglis, Bob",,REP,Unopposed,,,,"115,553",64.22%,,,,,
2948,South Carolina,SC,04,H6SC04155,,William Griff,Griffith,"Griffith, William Griff",,DEM,Unopposed,,,,"57,490",31.95%,,,,,
2949,South Carolina,SC,04,H6SC04148,,John,Cobin,"Cobin, John",,LBT,*,,,,"4,467",2.48%,,,,,20
2950,South Carolina,SC,04,H6SC04130,,C. Faye,Walters,"Walters, C. Faye",,GRE,*,,,,"2,336",1.30%,,,,,20
2951,South Carolina,SC,04,,,,Scattered,Scattered,,W,,,,,85,0.05%,,,,,
2952,South Carolina,SC,04,,,,,,District Votes:,,,,,,"179,931",,,,,,
2953,South Carolina,SC,05,H2SC05052,(I),John,Spratt,"Spratt, John",,DEM,Unopposed,,,,"99,669",56.90%,,,,,
2954,South Carolina,SC,05,H6SC05111,,Ralph,Norman,"Norman, Ralph",,REP,Unopposed,,,,"75,422",43.06%,,,,,
2955,South Carolina,SC,05,,,,Scattered,Scattered,,W,,,,,63,0.04%,,,,,
2956,South Carolina,SC,05,,,,,,District Votes:,,,,,,"175,154",,,,,,
2957,South Carolina,SC,06,H2SC02042,(I),"James E. "Jim"""ames",Clyburn,"Clyburn, James E. "Jim"""lybu",,DEM,Unopposed,,,,"100,213",64.36%,,,,,
2958,South Carolina,SC,06,H4SC06064,,Gary,McLeod,"McLeod, Gary",,REP,Unopposed,,,,"53,181",34.15%,,,,,
2959,South Carolina,SC,06,H6SC06101,,Antonio,Williams,"Williams, Antonio",,GRE,*,,,,"2,224",1.43%,,,,,20
2960,South Carolina,SC,06,,,,Scattered,Scattered,,W,,,,,88,0.06%,,,,,
2961,South Carolina,SC,06,,,,,,District Votes:,,,,,,"155,706",,,,,,
2962,South Carolina,SC,H,,,,,,House Votes:,,"44,736",,"3,039",,"1,086,206",,,,,,20
2963,South Dakota,SD,00,H2SD00092,(I),Stephanie,Herseth,"Herseth, Stephanie",,DEM ,Unopposed,,,,"230,468",69.09%,,,,,
2964,South Dakota,SD,00,H6SD00127,,Bruce W.,Whalen,"Whalen, Bruce W.",,REP,Unopposed,,,,"97,864",29.34%,,,,,
2965,South Dakota,SD,00,H6SD00135,,Larry,Rudebusch,"Rudebusch, Larry",,LBT,Unopposed,,,,"5,230",1.57%,,,,,
2966,South Dakota,SD,00,,,,,,District Votes:,,,,,,"333,562",,,,,,
2967,South Dakota,SD,H,,,,,,House Votes:,,,,,,"333,562",,,,,,
2968,Tennessee,TN,S,S6TN00216,,Bob,Corker,"Corker, Bob",,REP,"231,541",48.13%,,,"929,911",50.71%,,,,,
2969,Tennessee,TN,S,S2TN00041,,Ed,Bryant,"Bryant, Ed",,REP,"161,189",33.50%,,,,,,,,,
2970,Tennessee,TN,S,S6TN00232,,Van,Hilleary,"Hilleary, Van",,REP,"83,078",17.27%,,,,,,,,,
2971,Tennessee,TN,S,S6TN00273,,Tate,Harrison,"Harrison, Tate",,REP,"5,309",1.10%,,,,,,,,,
2972,Tennessee,TN,S,,,,,,Party Votes:,REP,"481,117",,,,,,,,,,
2973,Tennessee,TN,S,S6TN00240,,"Harold, Jr.",Ford,"Ford, Harold, Jr.",,DEM,"333,789",79.10%,,,"879,976",47.99%,,,,,
2974,Tennessee,TN,S,S2TN00082,,Gary G.,Davis,"Davis, Gary G.",,DEM,"41,802",9.91%,,,,,,,,,
2975,Tennessee,TN,S,S6TN00067,,John Jay,Hooker,"Hooker, John Jay",,DEM/W,"27,175",6.44%,,,13,0.00%,,,,,
2976,Tennessee,TN,S,S6TN00265,,Charles E.,Smith,"Smith, Charles E.",,DEM,"14,724",3.49%,,,,,,,,,
2977,Tennessee,TN,S,S2TN00124,,Al,Strauss,"Strauss, Al",,DEM,"4,410",1.05%,,,,,,,,,
2978,Tennessee,TN,S,,,Jim,Maynard,"Maynard, Jim",,W(DEM),96,0.02%,,,,,,,,,
2979,Tennessee,TN,S,,,,,,Party Votes:,DEM,"421,996",,,,,,,,,,
2980,Tennessee,TN,S,S6TN00281,,Ed ,Choate,"Choate, Ed ",,IND,,,,,"10,831",0.59%,,,,,
2981,Tennessee,TN,S,S6TN00299,,David,Gatchell,"Gatchell, David",,IND,,,,,"3,746",0.20%,,,,,
2982,Tennessee,TN,S,S6TN00307,,"Emory "Bo"""mor",Heyward,"Heyward, Emory "Bo"""eyw",,IND,,,,,"3,580",0.20%,,,,,
2983,Tennessee,TN,S,S2TN00181,,Gary,Keplinger,"Keplinger, Gary",,IND,,,,,"3,033",0.17%,,,,,
2984,Tennessee,TN,S,S6TN00315,,Christopher Joseph,Lugo,"Lugo, Christopher Joseph",,IND,,,,,"2,589",0.14%,,,,,
2985,Tennessee,TN,S,,,James Anthony,Gray,"Gray, James Anthony",,W,,,,,14,0.00%,,,,,
2986,Tennessee,TN,S,S6TN00067,,Gloria D. Reagon,Price,"Price, Gloria D. Reagon",,W,,,,,1,0.00%,,,,,
2987,Tennessee,TN,S,S0TN00060,,Mary,Taylor-Shelby,"Taylor-Shelby, Mary",,W,,,,,1,0.00%,,,,,
2988,Tennessee,TN,S,,,,,,Senate Votes:,,"903,113",,,,"1,833,695",,,,,,
2989,Tennessee,TN,01,H6TN01313,,David ,Davis,"Davis, David ",,REP,"16,583",22.20%,,,"108,336",61.11%,,,,,
2990,Tennessee,TN,01,H6TN01206,,Richard S.,Venable,"Venable, Richard S.",,REP,"16,010",21.43%,,,,,,,,,
2991,Tennessee,TN,01,H6TN01354,,Richard H.,Roberts,"Roberts, Richard H.",,REP,"13,580",18.18%,,,,,,,,,
2992,Tennessee,TN,01,H6TN01388,,Phil,Roe,"Roe, Phil",,REP,"12,864",17.22%,,,,,,,,,
2993,Tennessee,TN,01,H6TN01347,,Larry,Waters,"Waters, Larry",,REP,"7,885",10.55%,,,,,,,,,
2994,Tennessee,TN,01,H6TN01362,,"Vance W., Jr.",Cheek,"Cheek, Vance W., Jr.",,REP,"3,334",4.46%,,,,,,,,,
2995,Tennessee,TN,01,H6TN01370,,Peggy Parker,Barnett,"Barnett, Peggy Parker",,REP,"1,709",2.29%,,,,,,,,,
2996,Tennessee,TN,01,H6TN01461,,Dan ,Smith,"Smith, Dan ",,REP,"1,087",1.45%,,,,,,,,,
2997,Tennessee,TN,01,H6TN01339,,"Bill F., Jr.",Breeding,"Breeding, Bill F., Jr.",,REP,818,1.09%,,,,,,,,,
2998,Tennessee,TN,01,H6TN01438,,Claude,Cox,"Cox, Claude",,REP,284,0.38%,,,,,,,,,
2999,Tennessee,TN,01,H6TN01420,,"Colquitt "C.P."""olqui",Brackett,"Brackett, Colquitt "C.P."""racke",,REP,227,0.30%,,,,,,,,,
3000,Tennessee,TN,01,H6TN01446,,"John "Jay"""ohn ",Grose,"Grose, John "Jay"""rose",,REP,170,0.23%,,,,,,,,,
3001,Tennessee,TN,01,H6TN01453,,Douglas,Heinsohn,"Heinsohn, Douglas",,REP,162,0.22%,,,,,,,,,
3002,Tennessee,TN,01,,,,,,Party Votes:,REP,"74,713",,,,,,,,,,
3003,Tennessee,TN,01,H6TN01404,,Rick,Trent,"Trent, Rick",,DEM,"6,973",39.79%,,,"65,538",36.97%,,,,,
3004,Tennessee,TN,01,H6TN01396,,Alan,Howell,"Howell, Alan",,DEM,"4,541",25.91%,,,,,,,,,
3005,Tennessee,TN,01,H6TN01321,,Joel,Goodman,"Goodman, Joel",,DEM,"4,105",23.43%,,,,,,,,,
3006,Tennessee,TN,01,H6TN01412,,Dennis Dean,Whaley,"Whaley, Dennis Dean",,DEM,"1,905",10.87%,,,,,,,,,
3007,Tennessee,TN,01,,,,,,Party Votes:,DEM,"17,524",,,,,,,,,,
3008,Tennessee,TN,01,H6TN01495,,Robert N.,Smith,"Smith, Robert N.",,IND,,,,,"1,024",0.58%,,,,,
3009,Tennessee,TN,01,H6TN01479,,James W.,Reeves,"Reeves, James W.",,IND,,,,,"1,003",0.57%,,,,,
3010,Tennessee,TN,01,H4TN01110,,Michael,Peavler,"Peavler, Michael",,IND,,,,,966,0.54%,,,,,
3011,Tennessee,TN,01,H6TN01487,,Mahmood (Michael),Sabri,"Sabri, Mahmood (Michael)",,IND,,,,,411,0.23%,,,,,
3012,Tennessee,TN,01,,,,,,District Votes:,,"92,237",,,,"177,278",,,,,,
3013,Tennessee,TN,02,H8TN02069,(I),"John J., Jr.",Duncan,"Duncan, John J., Jr.",,REP,"55,295",87.37%,,,"157,095",77.72%,,,,,
3014,Tennessee,TN,02,H6TN02139,,Ralph,McGill,"McGill, Ralph",,REP,"7,994",12.63%,,,,,,,,,
3015,Tennessee,TN,02,,,,,,Party Votes:,REP,"63,289",,,,,,,,,,
3016,Tennessee,TN,02,H2TN02047,,John,Greene,"Greene, John",,DEM,"9,660",54.47%,,,"45,025",22.28%,,,,,
3017,Tennessee,TN,02,H8TN02028,,Robert R.,Scott,"Scott, Robert R.",,DEM,"8,075",45.53%,,,,,,,,,
3018,Tennessee,TN,02,,,,,,Party Votes:,DEM,"17,735",,,,,,,,,,
3019,Tennessee,TN,02,,,,,,District Votes:,,"81,024",,,,"202,120",,,,,,
3020,Tennessee,TN,03,H2TN03052,(I),Zach,Wamp,"Wamp, Zach",,REP,"57,569",87.28%,,,"130,791",65.69%,,,,,
3021,Tennessee,TN,03,H4TN03157,,June,Griffin,"Griffin, June",,REP,"3,579",5.43%,,,,,,,,,
3022,Tennessee,TN,03,H4TN03173,,Doug ,Vandagriff,"Vandagriff, Doug ",,REP,"3,112",4.72%,,,,,,,,,
3023,Tennessee,TN,03,H6TN03137,,Charles,Howard,"Howard, Charles",,REP,"1,702",2.58%,,,,,,,,,
3024,Tennessee,TN,03,,,,,,Party Votes:,REP,"65,962",,,,,,,,,,
3025,Tennessee,TN,03,H6TN03129,,Brett,Benedict,"Benedict, Brett",,DEM,"14,743",51.23%,,,"68,324",34.31%,,,,,
3026,Tennessee,TN,03,H6TN03111,,Terry,Stulce,"Stulce, Terry",,DEM,"14,036",48.77%,,,,,,,,,
3027,Tennessee,TN,03,,,,,,Party Votes:,DEM,"28,779",,,,,,,,,,
3028,Tennessee,TN,03,,,,,,District Votes:,,"94,741",,,,"199,115",,,,,,
3029,Tennessee,TN,04,H4TN06051,(I),Lincoln,Davis,"Davis, Lincoln",,DEM,"56,618",86.19%,,,"123,666",66.45%,,,,,
3030,Tennessee,TN,04,H6TN04168,,Norma,Cartwright,"Cartwright, Norma",,DEM,"6,564",9.99%,,,,,,,,,
3031,Tennessee,TN,04,H2TN04217,,Harvey,Howard,"Howard, Harvey",,DEM,"2,511",3.82%,,,,,,,,,
3032,Tennessee,TN,04,,,,,,Party Votes:,DEM,"65,693",,,,,,,,,,
3033,Tennessee,TN,04,H4TN04122,,Kenneth,Martin,"Martin, Kenneth",,REP,"15,053",41.36%,,,"62,449",33.55%,,,,,
3034,Tennessee,TN,04,H6TN04150,,Alan,Pedigo,"Pedigo, Alan",,REP,"11,326",31.12%,,,,,,,,,
3035,Tennessee,TN,04,H6TN04176,,Don,Strong,"Strong, Don",,REP,"10,017",27.52%,,,,,,,,,
3036,Tennessee,TN,04,,,,,,Party Votes:,REP,"36,396",,,,,,,,,,
3037,Tennessee,TN,04,,,,,,District Votes:,,"102,089",,,,"186,115",,,,,,
3038,Tennessee,TN,05,H2TN05131,(I),Jim,Cooper,"Cooper, Jim",,DEM,"38,148",91.56%,,,"122,919",69.00%,,,,,
3039,Tennessee,TN,05,H6TN05272,,Jason,Pullias,"Pullias, Jason",,DEM,"3,518",8.44%,,,,,,,,,
3040,Tennessee,TN,05,,,,,,Party Votes:,DEM,"41,666",,,,,,,,,,
3041,Tennessee,TN,05,H6TN05264,,Thomas F.,Kovach,"Kovach, Thomas F.",,REP,"17,113",100.00%,,,"49,702",27.90%,,,,,
3042,Tennessee,TN,05,,,,,,Party Votes:,REP,"17,113",,,,,,,,,,
3043,Tennessee,TN,05,H6TN05280,,Ginny,Welsch,"Welsch, Ginny",,IND,,,,,"3,766",2.11%,,,,,
