year,y
2000,-9.9571729573
2002,-14.2190460348
2004,-11.9842545585
2006,-11.2178486504
2008,-7.80269742771
2010,-5.03875957315
2012,-5.86923708097
2014,-8.94790371905
2016,-9.3849498226
