year,y
2000,-4.59841215506
2002,-9.89975767279
2004,-11.242012726
2006,-12.6509719841
2008,-12.4945425441
2010,-10.2824849831
2012,-5.49848117729
2014,-6.16976591888
2016,-9.66642872991
