year,y
2000,-20.7034643348
2002,-19.0028746921
2004,-19.7062831617
2006,-17.7995943609
2008,-13.8294639421
2010,-16.9657139651
2012,-16.9824638724
2014,-20.5812770159
2016,-8.94449021066
