year,y
2000,-16.6666666667
2002,-16.6666666667
2004,-16.6666666667
2006,-16.6666666667
2008,-16.6666666667
2010,-11.9697826105
2012,10.5574057384
2014,1.12817094451
2016,9.13784956972
