year,y
2000,-9.01888890667
2002,-5.5555555556
2004,-13.441112628
2006,-13.7886636305
2008,-14.664025448
2010,-3.62416581655
2012,-4.01270140421
2014,-5.51288307466
2016,-6.87127477434
